text,labels
"<exercice>
  <consigne>
Classe les phrases dans le tableau. forme affirmative forme négative
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Ce coquillage vivait déjà dans la mer il y a des millions d’années.</li>
     <li>b. Il n’y avait pas encore d’hommes sur Terre.</li>
     <li>c. Un éléphant adulte ne s’allonge pas souvent.</li>
     <li>d. Il ne reste jamais longtemps couché.</li>
     <li>e. Il est très lourd et ses organes risquent d’être écrasés.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Écris les phrases à la forme affirmative.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Nous n’utilisons pas beaucoup d’éoliennes.</li>
     <li>b. L’énergie électrique ne coûte pas cher.</li>
     <li>c. Il n’y a pas beaucoup de voitures électriques qui circulent.</li>
     <li>d. Dans les prochaines années, l’eau ne manquera pas.</li>
     <li>e. À l'avenir, nous ne trierons pas tous nos déchets.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Écris les phrases à la forme négative.
  </consigne>
  <modele>
Je trouve. ➞ Je ne trouve pas.
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Paul demande à Yacine de l’aider.</li>
     <li>b. Comprend-il la leçon ?</li>
     <li>c. Il se reporte au dictionnaire.</li>
     <li>d. Demain, Axel partira.</li>
     <li>e. Sont-ils les meilleurs amis du monde ?</li>
     <li>f. J’ai faim !</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Écris trois phrases avec les négations suivantes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
ne … plus ◆ ne … jamais ◆ ni … ni

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Recopie tous les verbes conjugués.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les étamines produisent du pollen.</li>
     <li>b. Le pistil contient des ovules.</li>
     <li>c. Le vent transporte le pollen.</li>
     <li>d. Après fécondation, les ovules se transforment en graines.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Réponds par vrai ou faux.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les verbes sont toujours conjugués.</li>
     <li>b. Le verbe indique une action ou un état.</li>
     <li>c. Un verbe non conjugué est à l’infinitif.</li>
     <li>d. Le verbe peut être conjugué à un temps du passé, du présent ou du futur.</li>
     <li>e. La forme du verbe varie en fonction du temps et de la personne.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Relève dans ce texte les verbes conjugués et les verbes à l’infinitif. Classe-les dans le tableau. verbes conjugués verbes à l’infinitif
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
La tortue leva ses yeux noirs et enfoncés sur le petit garçon. […] Personne ne bougeait. Puis, avec une grande dignité, l’énorme bête se retourna et se dirigea vers le bord de l’eau en se dandinant, sans se presser. Elle traversa posément la plage de sable et sa grosse carapace se balançait doucement. La foule regardait en silence. La tortue entra dans l’eau. Elle continua d’avancer.

  </enonce>
<rest>
Roald Dahl, L’enfant qui parlait aux animaux, trad. Marie-Raymond Farré, © Roald Dahl Ltd, © Éditions Gallimard pour la traduction, 2001.
</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Complète chaque phrase avec un verbe de la liste conjugué au présent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
courir ◆ peser ◆ tisser ◆ voler
   <ol>
     <li>a. Le plus petit chien ne … que 113 g.</li>
     <li>b. Le faucon pèlerin … à 298 km/h.</li>
     <li>c. L’autruche … jusqu’à 64 km/h.</li>
     <li>d. L’araignée … sa toile avec des fils de soie.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Recopie chaque phrase en changeant le temps.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les douves entourent le château fort.</li>
     <li>b. Le pont-levis isole le château.</li>
     <li>c. Personne ne pénètre dans le château le soir.</li>
     <li>d. Les soldats regardent l’ennemi à travers les meurtrières.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Écris une phrase avec le verbe qui correspond au cri de l’animal. Puis réécris cette phrase au pluriel.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
➞ Le mouton bêle. ➞ Les moutons bêlent.
</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Complète chaque phrase avec un verbe.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Les verbes peuvent être à l’infinitif ou conjugués
  </noteSC>
  <enonce>

   <ol>
     <li>a. J’adore … du chocolat en le laissant … doucement sur ma langue.</li>
     <li>b. Trop … n’est pas bon pour la santé.</li>
     <li>c. Les feuilles … de couleur et … depuis quelques semaines déjà.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Raconte ce qui se passe dans le dessin.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
a. Dresse une liste de verbes qui vont t’aider à décrire la course-poursuite. courir ◆ se faufiler ◆ … b. Décris la scène en quelques phrases et imagine comment elle se termine.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Réponds par vrai ou faux.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

     <li>a. Le sujet est toujours placé avant le verbe.</li>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Transforme ces phrases en utilisant c’est … qui ou ce sont … qui.
  </consigne>
  <modele>

  </modele>
  <noteSC>
    Le chat miaule. ➞ C’est le chat qui miaule.
  </noteSC>
  <enonce>
    <ol>
      <li>a. Bella garde la maison de ses maîtres.</li>
      <li>b. Tout à coup, des miaulements se font entendre.</li>
      <li>c. La chienne étonnée tend l’oreille.</li>
      <li>d. Les miaous désespérés redoublent derrière la porte.</li>
    </ol>
  </enonce>
<rest>
</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Recopie chaque phrase et souligne les sujets.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Tous les champs sont labourés à l’automne.</li>
     <li>b. La jument dans le pré reste près de son poulain.</li>
     <li>c. Les enfants de la classe sont très sages.</li>
     <li>d. À la ferme, les chiens de berger gardent les moutons.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Relève, dans chaque phrase, le sujet du verbe en gras.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Le responsable d’un magasin reçoit 359 paquets de lettres magnétiques. Chaque paquet contient toutes les lettres de l’alphabet. Combien de lettres magnétiques le responsable a-t-il reçues au total ?

  </enonce>
<rest>
Dans le texte suivant, relève au moins trois sujets et leur verbe. Explique comment tu les as trouvés. Savez-vous pourquoi l’ours marche en se dandinant ? Cela remonte au temps le plus ancien, le temps d’avant le temps. En ce temps-là, le soleil n’en faisait qu’à sa tête. Il brillait la nuit, se couchait le jour. Françoise Desmars, Contes des Indiens d’Amérique, © Magnard.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Complète chaque phrase avec l’un des deux sujets.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Le système solaire Les planètes
   <ol>
     <li>a. … comporte huit planètes.</li>
     <li>b. … ne sont jamais visibles au même endroit.</li>
     <li>c. … comporte aussi des corps célestes.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Remplace chaque groupe nominal par un pronom personnel.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Deux enfants escaladent la barrière.</li>
     <li>b. Le réveil sonne tous les matins.</li>
     <li>c. Toute la classe chante à tue-tête.</li>
     <li>d. Noémie plie sa serviette.</li>
     <li>e. Jérémie dessine une maison.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Choisis le sujet correct.
  </consigne>
  <modele>
Le lièvre/Le lièvre et la tortue font la course. ➞ Le lièvre et la tortue font la course.
  </modele>
  <noteSC>

  </noteSC>
  <enonce>
   <ol>
     <li>a. La cigale/Les cigales chante.</li>
     <li>b. Le loup et l’agneau/L’agneau discutent.</li>
     <li>c. La laitière/La laitière et le pot au lait tombe.</li>
     <li>d. Le corbeau/Les corbeaux aiment le fromage.</li>
     <li>e. Le héron /Les hérons s’approche de la rivière.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Retrouve les sujets manquants dans ces expressions.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Quand … n’est pas là, … dansent.</li>
     <li>b. … ne mangent pas les grosses bêtes.</li>
     <li>c. Quand … auront des dents.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Avec un camarade, commentez la course comme des journalistes sportifs. Utilisez au moins une fois le pronom personnel ils en tant que sujet.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Écris un texte en utilisant les mots suivants en tant que sujet.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
les Jeux olympiques ◆ les sportifs ◆ ils ◆ un coureur ◆ il

  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les pronoms personnels sont toujours suivis d’un verbe.</li>
     <li>b. je, tu, nous, vous peuvent remplacer un nom masculin ou féminin.</li>
     <li>c. Un pronom personnel a le même genre et le même nombre que le nom qu’il remplace.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Entoure les pronoms personnels.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Elle dessine un cirque avec Pierre.</li>
     <li>b. Ils cherchent un cadeau pour Lina.</li>
     <li>c. Les maisons sont-elles en bois ?</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Recopie chaque liste sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. je ◆ il ◆ nous ◆ ce</li>
     <li>b. mon ◆ vous ◆ tu ◆ ils</li>
     <li>c. nous ◆ tu ◆ un ◆ elle</li>
     <li>d. elle ◆ nous ◆ toi ◆ je</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Souligne les pronoms personnels de ces phrases.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. J’ai pris un livre à la bibliothèque.</li>
     <li>b. Ce jour-là, il a cueilli des fleurs.</li>
     <li>c. Nous partons à vélo.</li>
     <li>d. Il voyait la mer pour la première fois.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Relève les pronoms personnels sujets et les verbes qu’ils accompagnent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Alors, en plein jour, Diogène allume une grosse lanterne. Puis il marche comme eux, de long en large sur la place. D’une main, il monte sa lampe, de l’autre, il se gratte aussi le front. Il répète : – Je cherche un homme !

  </enonce>
<rest>
Françoise Kérisel, Le Tonneau de Diogène, © Magnard.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Remplace le groupe nominal par le pronom personnel qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le vendeur de glaces passe à cinq heures.</li>
     <li>b. Martin et moi jouons aux voitures.</li>
     <li>c. Nola dort dans son lit.</li>
     <li>d. Peter Pan ne veut pas grandir.</li>
     <li>e. Léa et Pauline vont à la piscine.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Réécris les phrases en supprimant les répétitions.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. J’enlève ma chemise. Ma chemise est sale.</li>
     <li>b. Le chat guette l’oiseau. Le chat saute sur sa proie.</li>
     <li>c. Mon frère et ma sœur m’attendent pour jouer. Mon frère et ma sœur sont impatients.</li>
     <li>d. Mon grand-père fait des beignets. Mon grand-père en prépare tous les mercredis.</li>
     <li>e. Aujourd’hui, mon frère a adopté deux lapins. Les deux lapins sont mignons.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Remplace le pronom personnel en gras par un groupe nominal de ton choix.
  </consigne>
  <modele>
Il rapportera le livre. ➞ Son frère rapportera le livre.
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Elle a perdu sa trousse.</li>
     <li>b. Il a vu le film trois fois.</li>
     <li>c. Nous faisons le chemin tous les jours.</li>
     <li>d. Ils ont des vélos tout neufs.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Complète le texte avec les pronoms personnels qui conviennent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Mathieu s’ennuyait tout seul à la maison. Ses parents rentraient tard le soir. … trouvaient souvent Mathieu endormi parmi ses jeux vidéo ou électroniques. … en avait trente-huit, plus tous ceux qu’… empruntait à ses copains. – … lui faudrait une petite sœur, suggérait son père. … pourrait jouer avec.

  </enonce>
<rest>
Pef, Rendez-moi mes poux !, © Éditions Gallimard, 2010.
</rest>
</exercice>",RC
"<exercice>
  <consigne>
Recopie les phrases. Souligne les groupes nominaux qui sont remplacés par les pronoms personnels.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le soleil ne monte pas toujours à la même hauteur. En été, il est très haut dans le ciel et en hiver, il est très bas.</li>
     <li>b. Pour trouver la Petite Ourse, repérez les deux étoiles de la Grande Ourse. Elles déterminent une distance et une direction.</li>
   </ol>

  </enonce>
<rest>
À ton avis, quel pronom personnel peut remplacer le sujet en gras ? Explique ton choix. Lisa, Mia et Lucie font du judo. Elles / Elle / Ils / Il ont gagné une médaille.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Écris ce que dit Violette du haut du plongeoir. Que lui répondent ses amis ? Utilise les pronoms personnels : je, tu et nous.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Souligne les compléments.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les avions volent dans le ciel.</li>
     <li>b. Je n’aime pas les épinards.</li>
     <li>c. J’adore rêver.</li>
     <li>d. Le gardien de but arrête le ballon.</li>
     <li>e. Les acrobates exécutent un numéro époustouflant.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Encadre les verbes et souligne les compléments.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le vendeur propose un costume bleu.</li>
     <li>b. On dirait un costume de marin.</li>
     <li>c. Notre classe part pour Rome.</li>
     <li>d. Nous arriverons à 10 h.</li>
     <li>e. Je partagerai la même chambre que Théo.</li>
   </ol>

  </enonce>
<rest>
24
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Souligne les compléments.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Je vais à l’école tous les jours.</li>
     <li>b. Ce cheval galope vite.</li>
     <li>c. J’aime le lait.</li>
     <li>d. Le matin, maman boit du café.</li>
     <li>e. Demain, nous irons au théâtre.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
